Age,Gender,Location,Highest_qualification,Stream,Current_Academic_Level,Grade_CGPA_Percentage,Technical_Skills,Soft_Skills,Languages_Known,Certifications,Fields_of_Interest,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,Suggested_Career_Path
18,Female,Vizag,B.Sc,Commerce,Graduate,82.44,"HTML/CSS, React, Node.js","Problem Solving, Leadership, Teamwork","Kannada, Hindi",,Data Science,Remote,Creative,Part-time Job,None,Programming,Yes,Business Analyst
29,Female,Hyderabad,10th,Civil,Working Professional,60.99,"SQL, Data Analysis","Leadership, Problem Solving",Kannada,Machine Learning,AI/ML,Office,Creative,Research Assistant,Published Paper,Leadership,No,AI Researcher
29,Male,Mumbai,B.Sc,Mechanical,Graduate,62.59,Python,Leadership,Telugu,"Full Stack Development, Azure",Marketing,Field Work,Analytical,Part-time Job,Hackathon Winner,Programming,Yes,Marketing Executive
27,Male,Amalapuram,12th,Commerce,Student,93.09,JavaScript,"Creativity, Leadership",Telugu,,Marketing,Office,Social,None,None,Leadership,No,Digital Marketing Specialist
28,Other,Delhi,10th,BBA,Graduate,86.41,"HTML/CSS, Data Analysis, Python","Teamwork, Problem Solving","Kannada, Hindi","Full Stack Development, GCP",Design,Office,Social,Startup Experience,None,Problem Solving,No,Graphic Designer
25,Male,Hyderabad,10th,Commerce,Working Professional,58.45,JavaScript,"Problem Solving, Time Management","Hindi, Marathi","Azure, AWS",Management,Field Work,Creative,Startup Experience,Hackathon Winner,Project Management,No,Operations Manager
30,Male,Bangalore,B.Sc,Civil,Student,99.85,Python,"Problem Solving, Creativity",Telugu,Python,Marketing,Remote,Social,Research Assistant,Top Performer,Leadership,Yes,Digital Marketing Specialist
26,Male,Amalapuram,B.Tech,Civil,Working Professional,80.34,"Python, Node.js, C++",Leadership,"Marathi, Telugu","Full Stack Development, Data Science",Data Science,Remote,Social,Freelance Project,Top Performer,Programming,Yes,Data Analyst
18,Male,Delhi,B.Sc,BBA,Student,96.43,"C++, React",Time Management,"Marathi, Tamil","GCP, Data Science",Data Science,Hybrid,Creative,Internship at XYZ,Hackathon Winner,Data Analysis,Yes,Data Scientist
28,Other,Mumbai,B.Sc,BBA,Graduate,78.04,"C++, SQL, React",Time Management,Hindi,"Python, Full Stack Development",Data Science,Office,Technical,None,Awarded Best Project,Problem Solving,Yes,Data Analyst
22,Other,Vizag,M.Sc,EEE,Working Professional,91.45,HTML/CSS,"Teamwork, Creativity","Tamil, Telugu",,AI/ML,Office,Analytical,Part-time Job,Employee of the Month,Leadership,Yes,AI Researcher
27,Male,Mumbai,MCA,EEE,Student,85.43,"Node.js, SQL, HTML/CSS","Creativity, Teamwork, Problem Solving","Hindi, Telugu",AWS,Software Development,Field Work,Analytical,Research Assistant,Employee of the Month,Data Analysis,Yes,Frontend Developer
22,Female,Mumbai,MCA,Mechanical,Student,94.0,"Data Analysis, C++","Communication, Creativity",Marathi,,Data Science,Hybrid,Creative,Research Assistant,Hackathon Winner,Leadership,No,Data Scientist
20,Other,Delhi,M.Tech,Commerce,Student,89.3,"Python, Data Analysis, React","Communication, Teamwork",English,Data Science,Cybersecurity,Office,Social,Part-time Job,Awarded Best Project,Data Analysis,No,Security Engineer
21,Other,Vizag,10th,Mechanical,Graduate,98.6,Python,"Time Management, Creativity","English, Hindi",,Software Development,Office,Social,Research Assistant,Awarded Best Project,Leadership,Yes,Backend Developer
19,Female,Vizag,MCA,CSE,Working Professional,70.87,"Data Analysis, C++",Problem Solving,Marathi,,Cybersecurity,Remote,Analytical,Part-time Job,Employee of the Month,Data Analysis,No,Cybersecurity Analyst
24,Other,Vizag,M.Sc,Mechanical,Graduate,58.66,"Data Analysis, Java, React",Creativity,"Telugu, Tamil","AWS, Python",AI/ML,Remote,Social,Freelance Project,Awarded Best Project,Project Management,No,AI Researcher
20,Female,Vizag,MCA,Mechanical,Student,91.53,React,"Time Management, Communication","Tamil, Telugu",,Management,Remote,Analytical,Internship at XYZ,Hackathon Winner,Project Management,No,Operations Manager
24,Other,Chennai,M.Sc,IT,Graduate,97.2,"C++, Node.js, Data Analysis","Creativity, Problem Solving, Teamwork","Marathi, Telugu","GCP, Machine Learning",Marketing,Office,Creative,Internship at XYZ,Top Performer,Data Analysis,No,Marketing Executive
24,Other,Hyderabad,MBA,BBA,Working Professional,65.98,"Data Analysis, Java","Creativity, Problem Solving","Telugu, Marathi",,Marketing,Remote,Creative,None,Published Paper,Leadership,Yes,SEO Analyst
25,Other,Chennai,MBA,Civil,Student,85.14,"Python, JavaScript, SQL","Creativity, Problem Solving","English, Kannada","Python, Machine Learning",AI/ML,Remote,Social,Research Assistant,Published Paper,Project Management,Yes,Deep Learning Engineer
22,Male,Amalapuram,10th,EEE,Student,79.86,Python,Time Management,"Hindi, Kannada",,Design,Field Work,Technical,Freelance Project,Awarded Best Project,Problem Solving,Yes,Graphic Designer
30,Female,Chennai,M.Sc,ECE,Graduate,97.38,"Data Analysis, React","Problem Solving, Leadership, Communication","Hindi, English",Full Stack Development,AI/ML,Field Work,Analytical,None,Awarded Best Project,Leadership,Yes,AI Researcher
19,Other,Vizag,M.Tech,Commerce,Student,69.57,"Node.js, JavaScript","Problem Solving, Communication, Leadership","Tamil, Telugu",Azure,Design,Office,Social,Research Assistant,Top Performer,Problem Solving,Yes,UI/UX Designer
26,Other,Vizag,B.Sc,CSE,Student,89.09,"SQL, React, HTML/CSS","Creativity, Time Management, Problem Solving","Marathi, English","Machine Learning, Data Science",Design,Field Work,Technical,Freelance Project,Published Paper,Programming,No,UI/UX Designer
20,Male,Hyderabad,12th,BBA,Student,77.55,"Node.js, JavaScript, Python","Leadership, Teamwork",Marathi,,AI/ML,Field Work,Analytical,Freelance Project,Published Paper,Project Management,Yes,Deep Learning Engineer
18,Female,Bangalore,B.Sc,Mechanical,Working Professional,91.07,"React, JavaScript, Node.js","Leadership, Teamwork, Problem Solving",Kannada,Azure,Cybersecurity,Field Work,Analytical,Freelance Project,None,Teamwork,No,Cybersecurity Analyst
23,Other,Chennai,MCA,ECE,Student,88.74,"SQL, Data Analysis, Python","Leadership, Creativity","Tamil, Kannada",Machine Learning,Design,Remote,Technical,Startup Experience,Top Performer,Project Management,No,UI/UX Designer
22,Male,Bangalore,M.Sc,Commerce,Working Professional,54.86,Data Analysis,Time Management,Hindi,Azure,Management,Field Work,Social,Internship at XYZ,Published Paper,Programming,Yes,Business Manager
21,Male,Hyderabad,M.Tech,Commerce,Working Professional,74.73,"SQL, JavaScript, React","Leadership, Creativity, Time Management",Marathi,"Machine Learning, Python",AI/ML,Field Work,Analytical,Research Assistant,Top Performer,Teamwork,Yes,AI Researcher
27,Male,Amalapuram,M.Tech,ECE,Graduate,84.55,"Node.js, C++",Leadership,"Tamil, English",,Software Development,Field Work,Creative,Startup Experience,Employee of the Month,Leadership,Yes,Software Engineer
27,Other,Hyderabad,M.Tech,Commerce,Working Professional,97.84,SQL,"Communication, Problem Solving, Leadership",Hindi,"Data Science, Full Stack Development",Cybersecurity,Remote,Creative,Part-time Job,Employee of the Month,Teamwork,Yes,Ethical Hacker
21,Male,Vizag,B.Sc,Civil,Graduate,57.84,"Node.js, JavaScript, C++","Teamwork, Time Management, Communication",English,Azure,Cybersecurity,Office,Technical,Freelance Project,Awarded Best Project,Teamwork,No,Cybersecurity Analyst
21,Other,Bangalore,B.Sc,Commerce,Graduate,76.86,"JavaScript, C++, HTML/CSS",Problem Solving,Hindi,Full Stack Development,Design,Office,Analytical,Freelance Project,Top Performer,Problem Solving,Yes,Graphic Designer
22,Female,Mumbai,M.Tech,IT,Student,60.47,"Data Analysis, Java",Time Management,"Hindi, Telugu",,Data Science,Remote,Social,Part-time Job,Awarded Best Project,Leadership,Yes,Data Scientist
24,Male,Mumbai,B.Sc,BBA,Student,83.83,JavaScript,"Communication, Creativity","Tamil, Kannada","Azure, Data Science",Design,Office,Creative,Research Assistant,Employee of the Month,Data Analysis,Yes,Product Designer
24,Male,Amalapuram,MCA,CSE,Working Professional,84.78,"SQL, C++, Node.js","Leadership, Problem Solving, Teamwork",Hindi,"Azure, Python",AI/ML,Remote,Social,Research Assistant,Employee of the Month,Data Analysis,No,Machine Learning Engineer
20,Male,Amalapuram,B.Sc,IT,Graduate,68.98,"Node.js, SQL, JavaScript","Communication, Time Management, Leadership",English,GCP,Data Science,Hybrid,Social,Freelance Project,None,Problem Solving,Yes,Data Scientist
18,Male,Delhi,MCA,IT,Working Professional,78.7,Java,"Problem Solving, Teamwork, Leadership",Hindi,"Python, Azure",Cybersecurity,Remote,Social,Freelance Project,Awarded Best Project,Leadership,No,Cybersecurity Analyst
23,Male,Chennai,12th,Civil,Student,95.52,JavaScript,"Creativity, Teamwork",Marathi,,Cybersecurity,Remote,Analytical,Research Assistant,Awarded Best Project,Data Analysis,No,Cybersecurity Analyst
19,Other,Vizag,MCA,ECE,Student,61.73,"React, JavaScript, Python","Creativity, Communication",Marathi,,Management,Hybrid,Technical,Internship at XYZ,None,Teamwork,No,Project Manager
29,Female,Mumbai,MBA,EEE,Graduate,92.57,Node.js,"Problem Solving, Creativity, Time Management",Kannada,Azure,Cybersecurity,Remote,Creative,Internship at XYZ,None,Teamwork,No,Security Engineer
26,Male,Vizag,M.Sc,Civil,Graduate,54.59,C++,"Leadership, Teamwork",Hindi,AWS,Data Science,Remote,Creative,Internship at XYZ,Published Paper,Leadership,No,Data Analyst
22,Female,Bangalore,MBA,Civil,Working Professional,79.82,"JavaScript, SQL","Time Management, Leadership, Teamwork","Hindi, Marathi","Data Science, Python",Cybersecurity,Office,Creative,Internship at XYZ,Employee of the Month,Data Analysis,Yes,Cybersecurity Analyst
27,Male,Amalapuram,M.Sc,IT,Working Professional,68.92,"Java, SQL","Leadership, Creativity","Hindi, Tamil","Full Stack Development, Azure",Software Development,Field Work,Analytical,None,Published Paper,Leadership,No,Full Stack Developer
29,Female,Delhi,M.Tech,IT,Graduate,89.72,Node.js,Problem Solving,"Tamil, English","Data Science, AWS",Marketing,Field Work,Creative,None,None,Problem Solving,No,SEO Analyst
27,Male,Vizag,12th,BBA,Graduate,86.46,JavaScript,Leadership,"Kannada, English",,Software Development,Hybrid,Technical,None,None,Programming,No,Frontend Developer
22,Male,Pune,MCA,BBA,Student,60.92,Data Analysis,Communication,English,"GCP, Python",AI/ML,Hybrid,Technical,None,None,Problem Solving,Yes,Deep Learning Engineer
27,Other,Delhi,M.Sc,Civil,Graduate,82.43,"HTML/CSS, C++","Time Management, Creativity","Marathi, Kannada",,Design,Hybrid,Analytical,Research Assistant,Top Performer,Data Analysis,No,Product Designer
28,Female,Vizag,B.Tech,Civil,Graduate,78.73,C++,"Leadership, Problem Solving, Creativity","English, Hindi","AWS, GCP",Marketing,Remote,Creative,Freelance Project,Awarded Best Project,Data Analysis,Yes,Digital Marketing Specialist
24,Female,Vizag,B.Tech,Mechanical,Student,74.35,"Java, Python, SQL",Creativity,Kannada,,Design,Office,Technical,Startup Experience,Employee of the Month,Problem Solving,No,UI/UX Designer
28,Female,Hyderabad,B.Sc,ECE,Graduate,71.65,"HTML/CSS, SQL, Data Analysis","Teamwork, Time Management, Leadership","Hindi, Kannada",Machine Learning,Marketing,Hybrid,Technical,Part-time Job,Awarded Best Project,Problem Solving,No,Marketing Executive
19,Other,Delhi,B.Sc,CSE,Graduate,75.11,"JavaScript, Data Analysis",Teamwork,Marathi,Machine Learning,Software Development,Hybrid,Creative,Part-time Job,Published Paper,Teamwork,No,Software Engineer
29,Female,Pune,10th,Civil,Student,80.35,"Java, Data Analysis, C++","Creativity, Problem Solving, Communication","Hindi, Telugu",GCP,Software Development,Office,Technical,Internship at XYZ,Hackathon Winner,Project Management,Yes,Backend Developer
30,Female,Mumbai,10th,Commerce,Graduate,58.56,Java,Communication,"Marathi, Hindi","Azure, Data Science",Data Science,Office,Creative,Research Assistant,Hackathon Winner,Teamwork,Yes,Data Scientist
24,Other,Bangalore,M.Sc,BBA,Graduate,97.46,"HTML/CSS, Java, Data Analysis","Teamwork, Leadership, Problem Solving","Marathi, Kannada",,Data Science,Hybrid,Creative,Part-time Job,Awarded Best Project,Project Management,Yes,Data Analyst
26,Other,Chennai,MCA,Mechanical,Graduate,59.24,Python,"Communication, Teamwork",English,,Software Development,Remote,Social,None,Published Paper,Project Management,Yes,Backend Developer
23,Female,Hyderabad,B.Tech,Mechanical,Working Professional,56.9,"JavaScript, SQL, Java",Problem Solving,Tamil,Machine Learning,Marketing,Hybrid,Creative,Internship at XYZ,Hackathon Winner,Leadership,No,Marketing Executive
27,Male,Mumbai,MBA,ECE,Working Professional,86.82,HTML/CSS,"Communication, Teamwork, Problem Solving","English, Kannada",,Cybersecurity,Remote,Analytical,Freelance Project,Published Paper,Programming,Yes,Ethical Hacker
26,Other,Delhi,MCA,Mechanical,Graduate,93.92,"React, Python, Data Analysis","Teamwork, Communication, Leadership","Kannada, Tamil","Data Science, GCP",Marketing,Hybrid,Analytical,None,None,Teamwork,Yes,Marketing Executive
23,Female,Chennai,B.Tech,Civil,Graduate,78.68,"Java, JavaScript","Creativity, Time Management",English,,Design,Remote,Technical,Research Assistant,Employee of the Month,Problem Solving,Yes,Product Designer
24,Male,Pune,B.Tech,CSE,Student,98.49,Python,"Communication, Creativity, Leadership",Tamil,"Full Stack Development, Data Science",Marketing,Remote,Social,Internship at XYZ,Published Paper,Problem Solving,Yes,Digital Marketing Specialist
20,Female,Hyderabad,12th,EEE,Graduate,90.53,"Java, Python, Node.js","Leadership, Problem Solving",Marathi,GCP,Management,Office,Social,Research Assistant,Employee of the Month,Problem Solving,Yes,Business Manager
19,Female,Hyderabad,B.Sc,CSE,Student,80.68,SQL,Time Management,"Tamil, Telugu","Machine Learning, Azure",Data Science,Field Work,Analytical,None,None,Data Analysis,No,Data Analyst
26,Female,Mumbai,MBA,Civil,Graduate,72.82,"React, SQL","Problem Solving, Leadership",Marathi,,Design,Office,Analytical,Internship at XYZ,Employee of the Month,Teamwork,Yes,Graphic Designer
24,Female,Delhi,M.Tech,Mechanical,Graduate,56.19,"Python, HTML/CSS","Time Management, Creativity, Problem Solving",Hindi,Data Science,Design,Remote,Analytical,Freelance Project,Published Paper,Programming,No,UI/UX Designer
19,Male,Delhi,MBA,Commerce,Working Professional,54.87,Data Analysis,"Problem Solving, Leadership",English,Azure,Cybersecurity,Remote,Technical,Research Assistant,Published Paper,Data Analysis,No,Security Engineer
24,Male,Mumbai,M.Sc,Mechanical,Graduate,88.66,"Data Analysis, Node.js, JavaScript","Teamwork, Creativity, Problem Solving",Tamil,GCP,Data Science,Remote,Creative,Internship at XYZ,Awarded Best Project,Project Management,No,Data Analyst
27,Male,Bangalore,B.Sc,Civil,Student,83.81,"SQL, Node.js, HTML/CSS","Time Management, Teamwork","Marathi, Kannada",Python,Data Science,Field Work,Social,Internship at XYZ,Hackathon Winner,Data Analysis,Yes,Business Analyst
19,Female,Amalapuram,12th,Civil,Graduate,67.15,"HTML/CSS, JavaScript","Creativity, Time Management, Leadership",English,"AWS, Python",Marketing,Office,Analytical,Part-time Job,Published Paper,Problem Solving,No,Marketing Executive
26,Female,Chennai,M.Sc,CSE,Student,60.35,"HTML/CSS, Python, Data Analysis",Problem Solving,"Kannada, Tamil",,Data Science,Remote,Social,None,Employee of the Month,Data Analysis,Yes,Business Analyst
28,Other,Bangalore,B.Tech,BBA,Student,61.45,"Java, Node.js, Python","Teamwork, Leadership",Hindi,"Python, AWS",Software Development,Remote,Technical,Startup Experience,Published Paper,Leadership,Yes,Backend Developer
26,Female,Pune,10th,ECE,Student,73.29,SQL,Problem Solving,Kannada,Data Science,Marketing,Field Work,Social,Research Assistant,None,Programming,Yes,Digital Marketing Specialist
29,Male,Hyderabad,B.Tech,Mechanical,Graduate,60.36,"C++, SQL","Teamwork, Problem Solving",Marathi,,Data Science,Remote,Analytical,Startup Experience,Hackathon Winner,Project Management,No,Business Analyst
26,Male,Bangalore,B.Sc,CSE,Student,97.36,"Node.js, SQL, JavaScript",Leadership,English,GCP,AI/ML,Office,Technical,Research Assistant,None,Leadership,Yes,Machine Learning Engineer
19,Other,Hyderabad,M.Tech,BBA,Graduate,78.41,JavaScript,Problem Solving,Kannada,AWS,Data Science,Field Work,Creative,Research Assistant,Employee of the Month,Data Analysis,No,Data Scientist
21,Female,Vizag,M.Sc,CSE,Working Professional,99.18,"JavaScript, Java",Time Management,"Kannada, English",Data Science,AI/ML,Field Work,Social,Internship at XYZ,Hackathon Winner,Programming,Yes,Deep Learning Engineer
23,Female,Delhi,B.Tech,ECE,Graduate,58.35,"JavaScript, Java",Communication,"Kannada, Telugu","Machine Learning, AWS",Cybersecurity,Hybrid,Technical,None,Hackathon Winner,Teamwork,Yes,Ethical Hacker
20,Male,Chennai,10th,EEE,Student,94.84,"Python, SQL, C++","Creativity, Leadership, Time Management","Marathi, Kannada","Python, Azure",Management,Office,Social,Internship at XYZ,Awarded Best Project,Project Management,No,Operations Manager
25,Female,Chennai,M.Sc,BBA,Student,86.85,SQL,Teamwork,"Tamil, English",,Management,Office,Creative,None,Awarded Best Project,Data Analysis,No,Project Manager
22,Female,Pune,MCA,Commerce,Student,98.33,SQL,"Leadership, Problem Solving","Telugu, Marathi",Python,Marketing,Office,Creative,Part-time Job,Published Paper,Teamwork,Yes,Marketing Executive
22,Female,Delhi,B.Tech,BBA,Graduate,81.74,"HTML/CSS, JavaScript, Python",Leadership,Tamil,GCP,Data Science,Remote,Social,Research Assistant,Top Performer,Leadership,No,Business Analyst
19,Female,Chennai,B.Sc,BBA,Student,74.6,"Python, C++","Leadership, Time Management, Creativity",English,Python,Marketing,Field Work,Analytical,Internship at XYZ,Hackathon Winner,Teamwork,No,SEO Analyst
